OS-Windows,33
OS-Unix,33
OS-Linux,33
DB-SGBDR-Oracle,16
DB-SGBDR-Sybase,16
DB-NoSQL-SqlServer,16
DB-NoSQL-MongoDB,16
DB-NoSQL-HBase,16
DB-NoSQL-Neo4j,16
Big Data-ETL-Talend,25
Big Data-ETL-SSIS,25
Big Data-ETL-Spark,25
Big Data-ETL-HDFS,25
Méthode-Agile,100
Sécurité-Splunk,100
Tableurs-Excel,50
Tableurs-Google Sheets,50
Visualisation-Tableau,25
Visualisation-Google Data Studio,25
Visualisation-Qlik Sense,25
Visualisation-Power BI,25
